Year,Month,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film Noir,Game Show,History,Horror,Musical,Music,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Talk-Show,Thriller,War,Western
2008,September,0.6976,0,0.6359,0.67487,0.43809,0.58548,0.68487,0.3812,0.4898,0.64253,0.58315,0,0,0.43419,0.43533,0.58804,0.35505,0.72564,0.0,0,0.53333,0.74872,0.48718,0.4967,0,0.62609,0.61795,0.52992
2008,October,0.66786,0,0.60269,0.64091,0.51292,0.54511,0.59703,0.37867,0.52052,0.63677,0.69178,0,0,0.57549,0.46445,0.52082,0.39786,0.61055,0.0,0,0.56347,0.57687,0.57271,0.44215,0.56951,0.60789,0.64182,0.74439
2008,November,0.61838,0,0.64615,0.64718,0.49776,0.54489,0.60733,0.37838,0.50201,0.7098,0.67572,0,0,0.57949,0.49263,0.59897,0.44286,0.62666,0.0,0,0.54966,0.49333,0.54423,0.48604,0.0,0.5909,0.62963,0.69231
2008,December,0.60979,0,0.69858,0.58841,0.49586,0.57196,0.54011,0.33923,0.50113,0.70186,0.66058,0,0,0.49586,0.34444,0.51138,0.52174,0.52795,0.0,0,0.58024,0.52717,0.49845,0.40248,0.0,0.56458,0.53168,0.75776
2009,January,0.61877,0,0.63319,0.59937,0.48851,0.54023,0.46931,0.31194,0.49948,0.69397,0.66896,0,0,0.52897,0.56552,0.49425,0.43104,0.66019,0.0,0,0.54365,0.63966,0.54138,0.35862,0.0,0.57507,0.56015,0.63793
2009,February,0.66524,0,0.62653,0.67589,0.50794,0.49398,0.51396,0.37908,0.47723,0.72747,0.67976,0,0,0.56327,0.49603,0.32857,0.34554,0.72714,0.0,0,0.53531,0.64898,0.49694,0.46857,0.0,0.58665,0.57653,0.64286
2009,March,0.76446,0,0.59622,0.73192,0.40864,0.49956,0.57012,0.38025,0.49276,0.76492,0.60538,0,0,0.54733,0.61248,0.25308,0.44033,0.63818,0.0,0,0.58777,0.7073,0.57407,0.61574,0.0,0.67582,0.53781,0.50617
2009,April,0.75991,0,0.59482,0.73684,0.47427,0.55096,0.56365,0.42024,0.48959,0.69786,0.56871,0,0,0.46004,0.50293,0.43275,0.50022,0.51249,0.0,0,0.53467,0.58704,0.59454,0.72431,0.0,0.66742,0.38538,0.22807
2009,May,0.78069,0,0.73818,0.64696,0.46697,0.56376,0.6027,0.39701,0.48987,0.70218,0.62612,0,0,0.25135,0.38589,0.47973,0.56869,0.57686,0.25,0,0.53357,0.66216,0.54392,0.6583,0.0,0.59765,0.27703,0.27027
2009,June,0.74948,0,0.72105,0.65767,0.51373,0.58486,0.5235,0.46483,0.46822,0.65092,0.58304,0,0,0.40682,0.30438,0.51136,0.5303,0.53815,0.61364,0,0.46974,0.66721,0.64867,0.58168,0.0,0.52379,0.36023,0.23864
2009,July,0.67641,0,0.69587,0.64637,0.5737,0.58896,0.45034,0.44818,0.43833,0.63922,0.65177,0,0,0.4142,0.52824,0.21229,0.4581,0.51086,0.56424,0,0.51246,0.70242,0.70726,0.38478,0,0.5121,0.47858,0.15642
2009,August,0.63996,0,0.67425,0.61492,0.55285,0.53207,0.41826,0.45931,0.44657,0.71858,0.72825,0,0,0.54451,0.5663,0.46685,0.45166,0.51713,0.49448,0,0.56892,0.68999,0.67182,0.37262,0,0.50256,0.52092,0.0663
2009,September,0.73081,0,0.77041,0.67069,0.61735,0.5431,0.50204,0.43716,0.43842,0.70748,0.7657,0,0,0.581,0.69481,0.52245,0.48214,0.62873,0.69643,0,0.556,0.73397,0.60204,0.46811,0,0.56217,0.50595,0.10714
2009,October,0.68032,0,0.728,0.73488,0.57674,0.52733,0.49023,0.45021,0.45316,0.71137,0.78295,0,0,0.46179,0.72415,0.59302,0.39884,0.55149,0.75116,0,0.52672,0.71907,0.56186,0.62403,0,0.61234,0.49023,0.12558
2009,November,0.64767,0,0.72355,0.70647,0.5597,0.50657,0.56053,0.41467,0.47022,0.67707,0.73858,0,0,0.43844,0.67394,0.54158,0.47535,0.6246,0.54229,0,0.50249,0.70935,0.50166,0.52381,0,0.68088,0.629,0.05473
2009,December,0.62484,0,0.7037,0.72569,0.46855,0.55556,0.51153,0.377,0.49026,0.65483,0.67196,0,0,0.46462,0.62534,0.62174,0.45786,0.57004,0.5283,0,0.54214,0.61345,0.63396,0.51677,0,0.61265,0.74591,0.0
2010,January,0.70926,0,0.67393,0.64253,0.48859,0.55674,0.43534,0.3365,0.4958,0.69212,0.69696,0,0,0.43295,0.69379,0.56207,0.53017,0.59617,0,0,0.62944,0.7734,0.55862,0.48104,0,0.56951,0.57586,0.44828
2010,February,0.67458,0,0.67373,0.66176,0.54011,0.52477,0.49837,0.32122,0.50797,0.7249,0.77042,0,0,0.50653,0.78562,0.58388,0.50327,0.68687,0,0,0.61461,0.80719,0.55447,0.58279,0,0.61161,0.46569,0.15033
2010,March,0.70491,0,0.67608,0.63699,0.53757,0.47592,0.48932,0.34088,0.49139,0.75767,0.75915,0,0,0.46178,0.6659,0.4104,0.62572,0.66166,0.25434,0,0.60944,0.86416,0.55491,0.62659,0,0.63873,0.52152,0.39884
2010,April,0.63089,0,0.57718,0.53189,0.56973,0.52918,0.57162,0.39447,0.46518,0.70695,0.61441,0,0,0.5196,0.53108,0.25,0.49976,0.65235,0.37477,0,0.55801,0.9009,0.55405,0.4749,0,0.5688,0.41486,0.42703
2010,May,0.69626,0,0.67109,0.5322,0.49794,0.5981,0.60511,0.35376,0.48108,0.68925,0.65909,0,0,0.53636,0.58604,0.30682,0.57062,0.56023,0.10606,0,0.60227,0.80909,0.51136,0.5827,0,0.51591,0.3263,0.53693
2010,June,0.72888,0,0.737,0.625,0.42783,0.56825,0.59925,0.34949,0.4976,0.73154,0.73139,0,0,0.48174,0.4819,0.46629,0.40137,0.62032,0.35618,0,0.58686,0.76854,0.49888,0.44494,0,0.61774,0.38202,0.58802
2010,July,0.68738,0,0.68416,0.65788,0.48776,0.58449,0.52381,0.35751,0.49824,0.69658,0.66298,0,0,0.50904,0.35953,0.5612,0.52731,0.57319,0.39774,0,0.66437,0.74576,0.64972,0.45386,0,0.62571,0.44181,0.37853
2010,August,0.67851,0,0.66292,0.55899,0.50487,0.59842,0.53284,0.32454,0.48214,0.82844,0.70557,0,0,0.45506,0.47503,0.39606,0.61397,0.57252,0.29026,0,0.61783,0.60534,0.60252,0.49625,0,0.62619,0.5639,0.29776
2010,September,0.75763,0,0.71357,0.64768,0.52289,0.55423,0.55109,0.35638,0.46919,0.73004,0.67268,0,0,0.41115,0.57337,0.48241,0.56672,0.62848,0.63819,0,0.59788,0.79481,0.52638,0.43342,0,0.66158,0.53668,0.1206
2010,October,0.65289,0,0.65587,0.63231,0.50512,0.5463,0.58454,0.36678,0.48702,0.73876,0.61698,0,0,0.36876,0.66354,0.43478,0.4664,0.68167,0.39855,0,0.56799,0.60118,0.42222,0.41707,0,0.61571,0.39789,0.0
2010,November,0.6909,0,0.6969,0.63115,0.55738,0.52615,0.51465,0.39128,0.50597,0.72834,0.6102,0,0,0.39461,0.48673,0.57923,0.44918,0.61395,0.23497,0,0.60818,0.62174,0.48743,0.3479,0,0.59312,0.3918,0.23224
2010,December,0.66379,0,0.70097,0.59577,0.55844,0.58294,0.57692,0.36199,0.49798,0.75419,0.63794,0,0,0.46369,0.4013,0.56185,0.48284,0.4465,0.26257,0,0.584,0.53879,0.51173,0.62756,0,0.55365,0.35754,0.49721
2011,January,0.62906,0,0.71467,0.58766,0.5165,0.59567,0.48945,0.32238,0.51911,0.71892,0.61115,0,0,0.52381,0.52111,0.54546,0.53766,0.5026,0.00649,0,0.52502,0.47484,0.41948,0.43831,0,0.49675,0.33117,0.57576
2011,February,0.60573,0,0.79106,0.59651,0.49181,0.55409,0.43155,0.38089,0.48021,0.70891,0.57231,0,0,0.58587,0.37674,0.51454,0.4375,0.55959,0.0,0,0.51728,0.57413,0.5155,0.59302,0,0.54576,0.32413,0.53489
2011,March,0.61798,0,0.71966,0.58848,0.4893,0.53639,0.45838,0.39751,0.4521,0.65886,0.68502,0,0,0.5076,0.52747,0.40637,0.4573,0.5618,0.47191,0,0.5882,0.74326,0.52528,0.63343,0,0.55829,0.36966,0.92416
2011,April,0.56386,0,0.66234,0.62915,0.40236,0.55997,0.55874,0.40687,0.4456,0.69192,0.59888,0,0,0.48139,0.47576,0.51137,0.31397,0.58802,0.57071,0,0.56257,0.72348,0.54401,0.66667,0,0.58002,0.40846,0.77778
2011,May,0.69474,0,0.78095,0.63725,0.39373,0.61386,0.52,0.41031,0.43781,0.62047,0.60816,0,0,0.42737,0.60957,0.61184,0.27982,0.80144,0.45526,0,0.56856,0.67799,0.5188,0.62632,0,0.62906,0.40526,0.77894
2011,June,0.69876,0,0.7811,0.67674,0.36264,0.61738,0.47195,0.42028,0.44341,0.65137,0.6852,0,0,0.442,0.54239,0.41978,0.30769,0.8125,0.38462,0,0.51429,0.73352,0.53611,0.60769,0,0.5662,0.37912,0.77198
2011,July,0.60951,0,0.79422,0.66859,0.33148,0.63089,0.49505,0.41784,0.44816,0.63737,0.7472,0,0,0.39987,0.37397,0.58246,0.42782,0.68586,0.31309,0,0.55681,0.73717,0.52443,0.62304,0,0.4666,0.36322,0.76091
2011,August,0.68401,0,0.7464,0.65673,0.32354,0.57501,0.45776,0.42059,0.44501,0.69777,0.74459,0,0,0.3253,0.521,0.51777,0.4198,0.52284,0.26599,0,0.51639,0.72792,0.58291,0.64805,0,0.52332,0.36887,0.70812
2011,September,0.63983,0,0.67479,0.61885,0.41835,0.59981,0.51828,0.39281,0.47723,0.72152,0.66392,0,0,0.33681,0.5807,0.52152,0.39403,0.60699,0.2711,0,0.53144,0.66535,0.47077,0.75738,0,0.59927,0.40967,0.8481
2011,October,0.66048,0,0.6884,0.86168,0.38785,0.55293,0.49154,0.34944,0.50686,0.69447,0.65537,0,0,0.45483,0.65036,0.35047,0.43964,0.75737,0.22274,0,0.47377,0.66455,0.4243,0.67601,0,0.66498,0.45691,0.7056
2011,November,0.57613,0,0.7029,0.74611,0.43227,0.61312,0.48478,0.35239,0.51029,0.71407,0.74534,0,0,0.35834,0.55707,0.72705,0.46699,0.67564,0.17633,0,0.584,0.65321,0.55362,0.62388,0,0.6053,0.39251,0.47584
2011,December,0.58108,0,0.68442,0.68644,0.37701,0.60544,0.46328,0.35003,0.49493,0.66845,0.67947,0,0,0.37665,0.6226,0.68523,0.44704,0.68475,0.15819,0,0.51998,0.48536,0.55141,0.47458,0,0.67123,0.45621,0.47458
2012,January,0.68564,0,0.67561,0.58129,0.42164,0.55215,0.55023,0.33742,0.52556,0.65481,0.63568,0,0,0.41002,0.62927,0.69428,0.43313,0.70943,0.35583,0,0.56411,0.52498,0.4638,0.73313,0,0.68814,0.44674,0.3865
2012,February,0.61144,0,0.66738,0.68591,0.37905,0.57101,0.48603,0.32142,0.53048,0.71109,0.72849,0,0,0.37039,0.59963,0.55148,0.51118,0.69403,0.31564,0,0.62859,0.51447,0.4879,0.56984,0,0.61063,0.48857,0.06145
2012,March,0.62533,0,0.66887,0.54844,0.37015,0.55584,0.4993,0.33681,0.52037,0.6918,0.63263,0,0,0.33998,0.38967,0.53253,0.47476,0.57746,0.35211,0,0.52378,0.49838,0.48357,0.68545,0,0.57722,0.48718,0.71831
2012,April,0.61951,0,0.65268,0.58841,0.32774,0.55334,0.46399,0.37073,0.4723,0.67209,0.59111,0,0,0.39715,0.48293,0.52822,0.32732,0.53526,0.13659,0,0.54715,0.65962,0.51986,0.60813,0,0.62002,0.54259,0.5683
2012,May,0.63581,0,0.65213,0.48279,0.35847,0.57984,0.46977,0.39526,0.47543,0.60766,0.58512,0,0,0.33302,0.61292,0.51256,0.36124,0.43685,0.18605,0,0.56543,0.80592,0.59801,0.5779,0,0.54186,0.47028,0.63256
2012,June,0.62885,0,0.65841,0.59664,0.37388,0.6101,0.5242,0.39083,0.46963,0.6809,0.66867,0,0,0.38542,0.66471,0.55729,0.46042,0.5401,0.0,0,0.5516,0.72516,0.54092,0.57118,0,0.52357,0.44358,0.50521
2012,July,0.67898,0,0.76186,0.84564,0.4164,0.58056,0.51316,0.40007,0.47131,0.69366,0.67002,0,0,0.41477,0.63637,0.67898,0.54855,0.43371,0.0,0,0.52497,0.76534,0.59565,0.40454,0,0.57351,0.57576,0.70455
2012,August,0.70587,0,0.71916,0.80837,0.38376,0.56301,0.56546,0.39654,0.4677,0.66479,0.68518,0,0,0.39807,0.59239,0.57198,0.55314,0.54734,0.23188,0,0.51999,0.67012,0.60732,0.45217,0,0.58771,0.33977,0.41062
2012,September,0.68435,0,0.70644,0.73468,0.36229,0.55585,0.5185,0.38001,0.4846,0.64321,0.58878,0,0,0.45736,0.66303,0.64018,0.52804,0.57996,0.40888,0,0.56994,0.73022,0.55296,0.32762,0,0.62941,0.42874,0.53738
2012,October,0.67352,0,0.66698,0.65412,0.53395,0.55867,0.52305,0.3907,0.48865,0.66605,0.51657,0,0,0.44512,0.71247,0.00465,0.5157,0.62492,0.37861,0,0.49288,0.67176,0.46124,0.64942,0,0.56792,0.47093,0.39535
2012,November,0.7391,0,0.78744,0.65437,0.60586,0.51518,0.52443,0.39306,0.49661,0.7172,0.73704,0,0,0.48615,0.57106,0.27671,0.60616,0.60365,0.33516,0,0.4955,0.53916,0.50457,0.58708,0,0.57474,0.6073,0.0
2012,December,0.72323,0,0.76022,0.67728,0.5047,0.55453,0.52956,0.32563,0.49432,0.72701,0.75499,0,0,0.55402,0.53704,0.78736,0.55891,0.49948,0.20881,0,0.52596,0.7092,0.43391,0.70833,0,0.57194,0.66667,0.53448
2013,January,0.68323,0,0.67328,0.55873,0.51465,0.57485,0.49417,0.35525,0.49664,0.64222,0.64725,0,0,0.49137,0.58862,0.57785,0.47904,0.37458,0.1991,0,0.55838,0.4491,0.44311,0.66866,0,0.58263,0.67465,0.46108
2013,February,0.63231,0,0.75698,0.6449,0.49607,0.54691,0.57924,0.33314,0.51358,0.63567,0.67591,0,0,0.47268,0.67261,0.87261,0.4578,0.47133,0.10616,0,0.51812,0.72102,0.51338,0.65393,0,0.64002,0.71884,0.55096
2013,March,0.58073,0,0.78782,0.65445,0.43429,0.50087,0.50165,0.40496,0.47634,0.64092,0.62727,0,0,0.55838,0.60384,0.4267,0.29319,0.37696,0.41361,0,0.51996,0.68914,0.54241,0.27574,0,0.6374,0.63962,0.8534
2013,April,0.57101,0,0.74563,0.55,0.47212,0.50951,0.47035,0.40818,0.50407,0.68229,0.56923,0,0,0.4172,0.58205,0.20833,0.43444,0.47489,0.45673,0,0.55625,0.6266,0.5,0.53077,0,0.59867,0.46515,0.77885
2013,May,0.70077,0,0.661,0.53981,0.43817,0.466,0.49851,0.414,0.51062,0.56909,0.53807,0,0,0.39844,0.50681,0.31469,0.38783,0.42219,0.31754,0,0.59434,0.70007,0.52528,0.7583,0,0.63955,0.4295,0.35387
2013,June,0.6912,0,0.67049,0.6976,0.53367,0.56807,0.54667,0.42039,0.47823,0.69394,0.58702,0,0,0.45766,0.49068,0.70454,0.4537,0.48715,0.40101,0,0.54276,0.75757,0.66162,0.53536,0,0.55824,0.49423,0.42424
2013,July,0.672,0,0.73614,0.80478,0.53371,0.56708,0.55683,0.38135,0.47589,0.67978,0.59205,0,0,0.40309,0.45412,0.4588,0.4474,0.51935,0.38109,0,0.56484,0.76204,0.57641,0.61011,0,0.51479,0.38684,0.96067
2013,August,0.77417,0,0.72832,0.62213,0.48466,0.59839,0.57023,0.37732,0.45531,0.62593,0.68813,0,0,0.37446,0.58018,0.21212,0.40129,0.56768,0.4638,0,0.5047,0.73011,0.48822,0.46609,0,0.52748,0.36639,0.73232
2013,September,0.68546,0,0.70103,0.59397,0.50103,0.57794,0.52804,0.37198,0.48495,0.57424,0.6109,0,0,0.36149,0.50367,0.56383,0.45401,0.50489,0.35934,0,0.56226,0.72846,0.39331,0.58511,0,0.56043,0.47281,0.75106
2013,October,0.58887,0,0.7429,0.75574,0.56589,0.52971,0.56567,0.40165,0.48944,0.79464,0.70292,0,0,0.47619,0.55923,0.46428,0.55735,0.50733,0.3644,0,0.47474,0.64494,0.46056,0.58594,0,0.57645,0.41574,0.4442
2013,November,0.67822,0,0.78639,0.72412,0.53048,0.60353,0.5646,0.39319,0.50762,0.70014,0.68989,0,0,0.38845,0.44696,0.59604,0.45365,0.4955,0.33734,0,0.51868,0.65649,0.48102,0.56082,0,0.56018,0.40453,0.0
2013,December,0.66069,0,0.65487,0.58648,0.52415,0.62373,0.52904,0.35615,0.56041,0.65451,0.7403,0,0,0.46243,0.3133,0.54104,0.50762,0.45139,0.19268,0,0.49988,0.53793,0.41691,0.46243,0,0.58767,0.49133,0.0
2014,January,0.67042,0,0.71343,0.60175,0.54448,0.62745,0.56412,0.34994,0.52979,0.62473,0.69711,0,0,0.50871,0.41768,0.5488,0.41521,0.51657,0.61878,0,0.47068,0.62261,0.42749,0.42983,0,0.498,0.58011,0.3895
2014,February,0.63323,0,0.66561,0.56695,0.49799,0.62191,0.53876,0.31921,0.53176,0.6779,0.70853,0,0,0.49522,0.50874,0.33333,0.36954,0.61798,0.28932,0,0.60964,0.55316,0.41784,0.4794,0,0.55306,0.60674,0.19382
2014,March,0.676,0,0.66716,0.63602,0.55549,0.60301,0.51707,0.35536,0.52812,0.74146,0.64976,0,0,0.4604,0.33951,0.51219,0.33512,0.50488,0.2122,0,0.56439,0.54978,0.46098,0.37398,0,0.53474,0.61366,0.23089
2014,April,0.63861,0,0.58416,0.73927,0.60685,0.58237,0.55104,0.39921,0.48588,0.66832,0.58447,0,0,0.44869,0.53465,0.85891,0.26856,0.53866,0.52475,0,0.48215,0.64109,0.56064,0.39802,0,0.53974,0.64913,0.35891
2014,May,0.73214,0,0.78801,0.65838,0.45882,0.56334,0.49827,0.40731,0.44065,0.60326,0.64052,0,0,0.39067,0.53243,0.62691,0.27284,0.50626,0.33502,0,0.52177,0.67259,0.59898,0.54213,0,0.59863,0.52961,0.48393
2014,June,0.67453,0,0.74054,0.705,0.47109,0.59844,0.48333,0.40009,0.46449,0.60475,0.73227,0,0,0.3475,0.3925,0.62,0.41385,0.52179,0.37875,0,0.65071,0.66095,0.58125,0.47,0,0.55125,0.57583,0.525
2014,July,0.68767,0,0.7526,0.52951,0.47242,0.62792,0.53328,0.394,0.46116,0.53547,0.60784,0,0,0.25921,0.43513,0.59583,0.36024,0.54644,0.3789,0,0.61506,0.67052,0.4974,0.5382,0,0.53405,0.30208,0.80208
2014,August,0.70671,0,0.6822,0.56113,0.47715,0.61213,0.61792,0.37599,0.47436,0.61029,0.60047,0,0,0.34401,0.46749,0.74877,0.49015,0.47438,0.44171,0,0.62876,0.7079,0.47845,0.68637,0,0.55474,0.33005,0.0
2014,September,0.71803,0,0.57444,0.52232,0.46779,0.53438,0.63524,0.34032,0.50263,0.51451,0.5396,0,0,0.38935,0.57224,0.41071,0.51339,0.6317,0.36607,0,0.59171,0.66303,0.38895,0.62054,0,0.67215,0.45663,0.26786
2014,October,0.66563,0,0.59256,0.48829,0.4996,0.53561,0.65442,0.38851,0.50275,0.6135,0.58495,0,0,0.36842,0.58003,0.66868,0.44514,0.61752,0.39625,0,0.54815,0.61847,0.49649,0.51486,0,0.63257,0.50268,0.14658
2014,November,0.6694,0,0.62215,0.56986,0.4666,0.55348,0.60417,0.37964,0.49424,0.59757,0.60457,0,0,0.32295,0.48912,0.92929,0.35621,0.62199,0.42121,0,0.55145,0.71861,0.50337,0.52525,0,0.56526,0.39105,0.78788
2014,December,0.64468,0,0.66159,0.66476,0.56,0.55394,0.54165,0.35111,0.49403,0.56224,0.66933,0,0,0.37265,0.52898,0.90714,0.43111,0.58234,0.4019,0,0.47238,0.63648,0.41714,0.63143,0,0.53044,0.52,0.82857
2015,January,0.65493,0,0.61163,0.59488,0.52945,0.55548,0.59521,0.32215,0.48264,0.56492,0.65414,0,0,0.42616,0.5573,0.76404,0.35042,0.619,0.48877,0.53371,0.41337,0.60233,0.64606,0.60955,0,0.63363,0.51383,0.33146
2015,February,0.62442,0,0.71146,0.61337,0.54579,0.53075,0.47936,0.30831,0.48155,0.65988,0.6166,0,0,0.41085,0.58236,0.51962,0.36144,0.54785,0.3469,0.62791,0.449,0.57752,0.6657,0.73488,0,0.59199,0.56221,0.19573
2015,March,0.67729,0,0.70165,0.67922,0.5228,0.53152,0.52458,0.37111,0.46048,0.71578,0.68397,0,0,0.42599,0.49923,0.52731,0.4791,0.5774,0.32203,0.0,0.43038,0.67726,0.70904,0.68136,0,0.60835,0.56936,0.29002
2015,April,0.59628,0,0.59239,0.64326,0.58101,0.50163,0.52863,0.39851,0.50006,0.72672,0.58939,0,0,0.52993,0.61453,0.51024,0.52006,0.59537,0.26629,0.0,0.51788,0.66713,0.71508,0.58659,0,0.59792,0.56339,0.16388
2015,May,0.63404,0,0.60583,0.62256,0.54777,0.53977,0.49098,0.41128,0.48033,0.76721,0.68789,0,0,0.42656,0.55053,0.2079,0.41296,0.63158,0.16842,0.0,0.47222,0.63404,0.68421,0.53509,0,0.54792,0.51579,0.39473
2015,June,0.6686,0,0.70163,0.61977,0.48636,0.56373,0.41076,0.34405,0.4862,0.7338,0.6907,0,0,0.40881,0.48385,0.19767,0.53101,0.58091,0.13954,0.0,0.54707,0.77267,0.71512,0.44768,0,0.5422,0.51221,0.40988
2015,July,0.69069,0,0.68457,0.71197,0.449,0.57664,0.41422,0.3773,0.47851,0.68243,0.65946,0,0,0.43378,0.56525,0.0,0.539,0.72252,0.5027,0.0,0.4316,0.82857,0.38108,0.53784,0,0.53737,0.44247,0.33784
2015,August,0.73543,0,0.74425,0.59898,0.49051,0.60355,0.40517,0.32728,0.49891,0.66782,0.71264,0,0,0.45562,0.4834,0.0,0.65361,0.56896,0.55172,0.0,0.48364,0.73456,0.35057,0.42433,0,0.57808,0.3829,0.0
2015,September,0.7244,0,0.70377,0.77586,0.52217,0.55904,0.54865,0.39466,0.46624,0.67061,0.66584,0,0,0.44356,0.63399,0.52709,0.65791,0.58588,0.23152,0.0,0.46193,0.65198,0.64039,0.5665,0,0.67786,0.3955,0.26601
2015,October,0.63215,0,0.69542,0.67869,0.54532,0.56832,0.50669,0.36963,0.48195,0.66984,0.72971,0,0,0.51814,0.61932,0.18615,0.55324,0.56164,0.18615,0.0,0.45297,0.68491,0.43661,0.62121,0,0.59381,0.44108,0.27922
2015,November,0.68518,0,0.6589,0.81962,0.52157,0.59984,0.63973,0.3243,0.53565,0.59125,0.75036,0,0,0.46338,0.66667,0.88889,0.51299,0.59312,0.11364,0.0,0.52993,0.71591,0.34764,0.55808,0,0.62213,0.39015,0.28788
2015,December,0.75188,0,0.68864,0.68074,0.53936,0.61071,0.59991,0.3161,0.51803,0.53605,0.79564,0,0,0.54546,0.83928,0.70238,0.43899,0.52738,0.24405,0.0,0.51235,0.74405,0.34325,0.66567,0,0.57624,0.46925,0.55754
2016,January,0.71106,0,0.66694,0.74537,0.46106,0.62087,0.59524,0.26988,0.49875,0.65575,0.65491,0,0,0.51592,0.6794,0.5382,0.52431,0.51015,0.07292,0.0,0.5434,0.63194,0.31448,0.67222,0,0.57318,0.52183,0.75868
2016,February,0.72633,0,0.70308,0.68462,0.47714,0.62194,0.57284,0.2765,0.49561,0.58077,0.62225,0,0,0.48188,0.70513,0.3141,0.45085,0.58333,0.25962,0.0,0.54466,0.62019,0.30586,0.63889,0,0.58173,0.4594,0.72756
2016,March,0.8068,0,0.67737,0.64006,0.52802,0.57847,0.61359,0.28492,0.49121,0.62635,0.60096,0,0,0.44289,0.74954,0.0,0.49365,0.62658,0.3743,0.0,0.57734,0.65603,0.32003,0.63967,0,0.64912,0.56494,0.66667
2016,April,0.74178,0,0.66616,0.70874,0.48425,0.60923,0.59852,0.34877,0.47598,0.59975,0.55375,0,0,0.40996,0.68104,0.60838,0.4987,0.63779,0.2069,0.0,0.57056,0.73202,0.38213,0.40197,0,0.58771,0.54778,0.53366
2016,May,0.75572,0,0.70555,0.71828,0.39908,0.65854,0.68083,0.34131,0.46732,0.60667,0.54011,0,0,0.3762,0.72699,0.59701,0.49289,0.55696,0.22687,0.0,0.6031,0.73056,0.40725,0.30597,0,0.58981,0.49005,0.466
2016,June,0.69935,0,0.67944,0.6025,0.43909,0.62644,0.61393,0.4152,0.44252,0.61923,0.53179,0,0,0.328,0.71625,0.46,0.51267,0.495,0.30333,0.0,0.552,0.55975,0.35643,0.44,0,0.57588,0.608,0.62667
2016,July,0.74382,0,0.73312,0.74054,0.49321,0.61242,0.6627,0.36496,0.45502,0.62411,0.71546,0,0,0.41575,0.60689,0.34981,0.46429,0.55621,0.14176,0.0,0.59517,0.70016,0.22253,0.48901,0,0.60553,0.48718,0.48626
2016,August,0.68074,0,0.6938,0.71366,0.4839,0.58288,0.59258,0.3482,0.48728,0.66365,0.69175,0,0,0.52425,0.64834,0.14146,0.59512,0.46951,0.07195,0.0,0.53887,0.58232,0.28195,0.57683,0,0.57683,0.73073,0.50244
2016,September,0.64059,0,0.6637,0.68062,0.56379,0.54023,0.60518,0.3684,0.49671,0.63892,0.61857,0,0,0.51321,0.5856,0.673,0.49367,0.41298,0.11814,0.0,0.49439,0.64107,0.25316,0.63221,0,0.58439,0.53647,0.97046
2016,October,0.67422,0,0.69929,0.69818,0.52021,0.58132,0.56522,0.36452,0.49234,0.57549,0.65809,0,0,0.49731,0.55019,0.59149,0.42153,0.41674,0.28511,0.0,0.47152,0.57408,0.28351,0.65035,0,0.58194,0.41773,0.79433
2016,November,0.62881,0,0.68326,0.73077,0.50168,0.58242,0.56259,0.38633,0.5018,0.59214,0.59751,0,0,0.39169,0.53183,0.94721,0.46154,0.56863,0.27149,0.0,0.46708,0.56425,0.37707,0.65271,0,0.54057,0.59819,0.68477
2016,December,0.65545,0,0.68881,0.63572,0.54719,0.55602,0.49827,0.34978,0.51771,0.56995,0.65897,0,0,0.5766,0.47853,0.91827,0.37363,0.53726,0.0,0.0,0.52628,0.76511,0.34272,0.62767,0,0.57705,0.55048,0.74519
2017,January,0.66358,0,0.66334,0.69012,0.46243,0.63102,0.55447,0.29587,0.5191,0.67207,0.69599,0,0,0.52822,0.43915,0.69856,0.60082,0.48589,0.26543,0.0,0.63726,0.83395,0.32099,0.4177,0,0.5615,0.56049,0.41358
2017,February,0.57942,0,0.56913,0.64318,0.50962,0.56358,0.54746,0.30013,0.50461,0.61819,0.61611,0,0,0.57563,0.54746,0.71728,0.54899,0.75727,0.07383,0.0,0.57962,0.76327,0.26271,0.33221,0,0.59381,0.4,0.0
2017,March,0.6663,0,0.67454,0.65746,0.45549,0.56525,0.49079,0.32526,0.49881,0.70925,0.71095,0,0,0.52096,0.53453,0.71754,0.54205,0.52486,0,0,0.56199,0.6679,0.35754,0.50645,0,0.61326,0.40976,0
2017,April,0.77754,0,0.6631,0.59205,0.52098,0.5287,0.62504,0.35254,0.51476,0.72193,0.70616,0,0,0.49144,0.53629,0.61421,0.43413,0.54082,0,0,0.51151,0.76738,0.32926,0.60428,0,0.63685,0.54679,0
2017,May,0.73438,0,0.68038,0.55073,0.50478,0.52894,0.59918,0.37897,0.48839,0.63134,0.66336,0,0,0.44535,0.47862,0.61277,0.4221,0.4791,0.17935,0,0.61685,0.68056,0.3587,0.5231,0,0.65442,0.5375,0
2017,June,0.73615,0,0.70918,0.73866,0.49849,0.59406,0.57211,0.39541,0.48892,0.65343,0.66167,0,0,0.50578,0.46769,0.75255,0.50816,0.36152,0.42347,0,0.59439,0.54858,0.35568,0.44082,0,0.49505,0.58259,0.81122
